total_listings,latitude,longitude,accommodates,bathrooms,bedrooms,num_of_beds,min_nights,max_nights,avail_next_30_days,avail_next_60_days,avail_next_90_days,avail_next_365_days,num_of_reviews,avg_review_score,accuracy_score,cleanliness_score,checkin_score,communication_score,location_score,value_score,years_hosting
1,52.36643,4.8548599999999995,2,1.0,2.0,1.0,4,7,0,0,0,0,3,93.0,10.0,9.0,10.0,10.0,7.0,7.0,4.99
2,52.35804,4.90362,2,0.5,1.0,2.0,1,4,0,0,0,0,23,99.0,10.0,10.0,10.0,10.0,10.0,9.0,6.84
1,52.35282,4.839919999999999,4,1.0,2.0,2.0,1,1125,0,0,0,0,4,100.0,10.0,10.0,9.0,10.0,9.0,10.0,6.34
1,52.41677,4.90205,4,1.5,2.0,2.0,5,30,0,0,0,0,2,100.0,8.0,10.0,10.0,10.0,9.0,8.0,6.78
1,52.355779999999996,4.9233400000000005,2,1.5,1.0,1.0,3,365,0,0,0,0,6,97.0,10.0,10.0,10.0,10.0,10.0,9.0,2.33
0,52.34912,4.90909,3,2.0,3.0,3.0,1,1125,30,60,90,365,11,98.0,10.0,10.0,10.0,10.0,10.0,9.0,7.14
1,52.36218,4.86589,4,1.0,2.0,2.0,1,3,0,0,0,0,10,94.0,10.0,10.0,10.0,10.0,10.0,9.0,6.64
2,52.3795,4.87634,2,1.5,1.0,1.0,1,1125,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.94
1,52.34449,4.79099,2,1.0,1.0,1.0,2,100,0,0,0,0,56,100.0,10.0,10.0,10.0,10.0,9.0,10.0,4.66
1,52.385020000000004,4.83092,4,1.0,3.0,3.0,3,1125,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33
2,52.35286,4.82945,2,1.0,1.0,1.0,2,7,28,58,88,88,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48
2,52.355259999999994,4.88912,7,1.5,3.0,3.0,5,10,0,0,0,39,4,100.0,10.0,10.0,10.0,10.0,10.0,9.0,5.81
1,52.372890000000005,4.853190000000001,2,1.0,1.0,1.0,2,1125,0,0,0,0,13,94.0,10.0,10.0,10.0,10.0,9.0,9.0,2.33
1,52.36792,4.8502,2,1.0,1.0,1.0,4,1125,0,0,0,0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,6.85
1,52.341879999999996,4.920730000000001,2,1.0,1.0,2.0,1,4,30,59,77,123,95,99.0,10.0,10.0,10.0,10.0,10.0,10.0,6.78
2,52.35842,4.91439,4,1.0,1.0,2.0,2,1125,0,0,0,0,16,92.0,9.0,9.0,10.0,10.0,9.0,9.0,2.52
2,52.38004,4.87978,2,1.0,0.0,0.0,2,7,30,57,74,266,31,97.0,10.0,10.0,10.0,10.0,10.0,10.0,4.41
1,52.35082,4.91305,2,1.0,1.0,1.0,2,1125,29,59,89,89,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4.36
85,52.352090000000004,4.89061,2,1.0,1.0,1.0,2,365,0,0,0,0,7,89.0,9.0,9.0,8.0,9.0,9.0,9.0,4.85
2,52.36935,4.905069999999999,2,1.0,1.0,1.0,3,30,0,0,10,100,69,89.0,9.0,9.0,9.0,10.0,10.0,9.0,5.89
1,52.35272,4.90364,4,1.0,1.0,2.0,3,1125,0,0,0,0,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,6.24
1,52.34252,4.90782,2,1.0,1.0,1.0,1,5,0,0,0,0,3,90.0,10.0,9.0,10.0,10.0,10.0,8.0,4.9
1,52.36122,4.97921,2,1.0,0.0,1.0,1,7,29,59,89,179,58,93.0,10.0,10.0,10.0,10.0,10.0,9.0,5.41
1,52.35559,4.910480000000001,2,1.5,1.0,1.0,4,11,0,0,0,0,7,100.0,10.0,10.0,10.0,10.0,10.0,10.0,9.39
1,52.38301,4.91685,2,1.0,1.0,1.0,2,7,0,0,0,0,5,90.0,10.0,8.0,10.0,10.0,9.0,9.0,3.39
1,52.35717,4.900919999999999,4,1.0,2.0,2.0,2,1125,0,0,0,0,33,98.0,10.0,10.0,10.0,10.0,10.0,9.0,2.32
2,52.37085,4.90524,2,1.0,1.0,1.0,3,1125,0,0,0,69,53,91.0,9.0,9.0,9.0,9.0,10.0,9.0,5.89
1,52.385709999999996,4.87078,3,1.0,1.0,1.0,3,1125,0,0,0,0,11,100.0,10.0,10.0,10.0,10.0,10.0,10.0,5.05
1,52.38195,4.857559999999999,4,1.0,3.0,3.0,3,19,0,0,0,0,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4.98
1,52.36101,4.98877,1,1.0,1.0,1.0,14,25,29,59,89,179,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.43
2,52.34502,4.90325,4,1.5,2.0,3.0,2,1125,0,0,0,0,7,100.0,10.0,9.0,10.0,10.0,9.0,9.0,2.36
1,52.373059999999995,4.84901,2,1.0,1.0,2.0,21,60,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32
2,52.3271,4.86158,4,2.5,3.0,3.0,3,1125,0,0,0,0,10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,7.25
1,52.36437,4.932840000000001,2,1.0,2.0,1.0,2,1125,0,0,0,0,2,100.0,10.0,10.0,10.0,10.0,8.0,9.0,6.78
1,52.37082,4.899719999999999,4,1.5,2.0,2.0,2,1125,0,0,0,0,5,92.0,10.0,9.0,10.0,10.0,10.0,10.0,2.32
0,52.37161,4.8529599999999995,2,1.5,1.0,1.0,4,1125,0,0,0,0,18,100.0,10.0,10.0,10.0,10.0,9.0,10.0,8.36
1,52.353559999999995,4.92022,4,1.0,2.0,2.0,3,1125,0,0,0,0,6,97.0,9.0,10.0,8.0,10.0,8.0,8.0,7.74
1,52.36448,4.86222,2,1.0,1.0,1.0,2,7,30,60,90,180,31,95.0,10.0,10.0,10.0,10.0,10.0,9.0,8.76
1,52.360240000000005,4.90303,4,1.5,2.0,2.0,2,1125,30,60,90,365,28,93.0,9.0,9.0,10.0,10.0,10.0,9.0,5.62
1,52.35222,4.8482199999999995,2,1.5,1.0,1.0,2,1125,0,0,0,0,6,96.0,10.0,10.0,10.0,10.0,10.0,9.0,5.68
4,52.36577,4.93409,4,1.0,2.0,2.0,1,1125,29,59,89,364,21,90.0,9.0,10.0,9.0,9.0,9.0,9.0,2.32
4,52.36741,4.93382,4,1.0,2.0,0.0,1,1125,25,51,81,347,17,95.0,10.0,9.0,10.0,10.0,9.0,8.0,2.32
4,52.36742,4.9318800000000005,4,1.0,2.0,1.0,1,1125,23,41,41,266,6,97.0,9.0,9.0,9.0,9.0,9.0,10.0,2.32
4,52.36582,4.9341,6,1.0,2.0,3.0,1,1125,29,59,89,364,92,91.0,9.0,9.0,9.0,10.0,9.0,9.0,2.32
1,52.39625,4.91657,4,1.0,2.0,3.0,2,1125,29,59,89,364,4,100.0,10.0,10.0,10.0,10.0,10.0,9.0,7.81
2,52.37493,4.84745,2,1.5,1.0,1.0,4,38,0,25,55,145,15,98.0,10.0,10.0,10.0,10.0,9.0,9.0,6.59
1,52.374990000000004,4.86332,2,1.0,1.0,2.0,4,21,0,0,0,0,12,100.0,10.0,10.0,10.0,10.0,10.0,10.0,5.98
1,52.38113,4.872319999999999,2,1.0,0.0,1.0,3,1125,0,0,0,0,13,97.0,10.0,9.0,10.0,10.0,10.0,10.0,4.71
1,52.35887,4.8514,2,1.0,2.0,2.0,2,1125,0,0,0,0,2,100.0,10.0,8.0,10.0,10.0,10.0,10.0,6.93
1,52.39185,4.94163,4,0.0,1.0,3.0,2,1125,12,42,72,347,5,76.0,8.0,8.0,8.0,10.0,8.0,6.0,6.39
1,52.37488,4.84051,1,1.0,1.0,1.0,1,2,29,59,89,89,2,90.0,10.0,10.0,10.0,10.0,8.0,9.0,6.85
1,52.36983,4.8651,2,1.5,1.0,1.0,1,7,23,53,83,314,18,99.0,10.0,10.0,10.0,10.0,10.0,9.0,7.91
0,52.350609999999996,4.84739,2,1.0,1.0,1.0,5,1125,0,0,0,0,7,100.0,10.0,9.0,10.0,10.0,10.0,9.0,8.24
1,52.35913,4.90045,2,1.5,1.0,2.0,2,14,0,0,0,0,10,96.0,10.0,10.0,10.0,10.0,10.0,8.0,4.97
1,52.39167,4.94824,2,1.0,0.0,1.0,3,1125,0,0,0,0,7,94.0,10.0,9.0,10.0,10.0,9.0,9.0,6.61
1,52.354440000000004,4.88893,2,1.5,1.0,1.0,2,1125,0,0,0,0,96,97.0,10.0,10.0,10.0,10.0,10.0,9.0,6.98
1,52.394890000000004,4.95745,2,1.0,1.0,1.0,2,4,0,0,0,0,7,100.0,10.0,10.0,10.0,10.0,10.0,9.0,2.74
1,52.3497,4.840330000000001,2,1.5,1.0,1.0,7,30,0,0,0,0,7,100.0,10.0,10.0,10.0,10.0,9.0,10.0,2.32
1,52.37401,4.86075,2,1.0,1.0,1.0,4,10,0,0,0,0,3,80.0,7.0,9.0,9.0,10.0,9.0,9.0,5.1
1,52.40873,4.92431,4,1.0,4.0,6.0,2,20,0,0,0,0,7,100.0,10.0,10.0,10.0,10.0,10.0,10.0,7.23
1,52.36213,4.86543,4,1.0,2.0,2.0,1,1125,29,58,88,178,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.63
2,52.363409999999995,4.93595,2,1.0,1.0,1.0,2,1125,0,0,0,0,6,93.0,9.0,9.0,10.0,10.0,10.0,9.0,7.47
1,52.36357,4.932519999999999,2,1.0,1.0,1.0,2,1125,0,0,0,0,66,90.0,9.0,9.0,9.0,9.0,9.0,9.0,2.32
2,52.364290000000004,4.93959,2,1.0,1.0,1.0,3,5,0,0,0,0,4,100.0,10.0,9.0,10.0,10.0,9.0,9.0,5.21
5,52.38436,4.88909,4,1.0,2.0,3.0,1,1125,0,0,0,0,3,100.0,10.0,10.0,7.0,10.0,10.0,9.0,2.31
5,52.38329,4.88805,4,1.5,2.0,3.0,1,1125,18,27,45,278,1,100.0,10.0,10.0,10.0,10.0,10.0,8.0,2.31
5,52.38459,4.8874699999999995,4,1.5,2.0,3.0,1,1125,30,60,90,365,4,95.0,9.0,9.0,10.0,10.0,10.0,9.0,2.31
5,52.383520000000004,4.88897,4,1.5,2.0,4.0,1,1125,30,60,90,365,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31
5,52.384890000000006,4.8888,4,1.5,2.0,3.0,1,1125,30,60,90,365,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31
1,52.36169,4.92663,2,1.0,1.0,1.0,3,1125,0,0,0,0,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,5.07
1,52.367020000000004,4.93203,3,1.0,2.0,3.0,5,21,0,0,10,190,6,93.0,9.0,10.0,10.0,9.0,10.0,9.0,7.81
1,52.38518,4.87195,3,1.5,1.0,1.0,2,1125,0,0,0,0,14,97.0,10.0,9.0,10.0,10.0,9.0,9.0,7.72
2,52.382059999999996,4.84657,2,1.0,0.0,1.0,3,8,0,0,0,0,23,89.0,9.0,9.0,9.0,9.0,8.0,9.0,3.48
4,52.38302,4.87384,2,1.5,1.0,1.0,8,50,0,0,0,0,23,98.0,10.0,10.0,10.0,10.0,10.0,10.0,7.32
2,52.37704,4.886480000000001,4,1.0,2.0,2.0,7,182,0,0,0,137,27,84.0,9.0,7.0,9.0,9.0,10.0,8.0,2.31
1,52.35549,4.9377,5,3.0,3.0,4.0,2,14,0,0,0,0,16,96.0,10.0,10.0,10.0,10.0,9.0,9.0,6.95
2,52.37575,4.88732,4,1.5,2.0,2.0,7,182,0,0,0,132,38,92.0,10.0,9.0,10.0,10.0,10.0,9.0,2.31
1,52.35549,4.79533,2,1.0,1.0,1.0,3,1125,0,0,0,0,2,90.0,10.0,9.0,10.0,9.0,9.0,9.0,2.31
1,52.36266,4.79833,4,1.0,0.0,2.0,1,1125,0,0,0,0,8,90.0,10.0,10.0,10.0,10.0,9.0,9.0,5.21
1,52.36755,4.8547400000000005,2,1.0,1.0,1.0,2,1125,0,0,0,0,8,98.0,10.0,10.0,10.0,10.0,10.0,9.0,6.1
1,52.34215,4.91359,3,1.0,2.0,2.0,2,1125,0,0,0,0,6,87.0,9.0,10.0,9.0,9.0,9.0,9.0,3.55
2,52.35991,4.91533,3,1.5,2.0,2.0,3,33,0,0,0,0,5,96.0,10.0,10.0,10.0,10.0,10.0,10.0,6.84
3,52.34152,4.90953,6,1.5,3.0,3.0,2,1125,29,56,86,86,5,100.0,10.0,9.0,10.0,10.0,10.0,9.0,4.45
0,52.3639,4.934480000000001,2,1.0,1.0,1.0,3,1125,0,0,0,0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,51.14
1,52.37185,4.8785099999999995,2,1.5,1.0,1.0,3,28,25,55,85,168,23,100.0,10.0,10.0,10.0,10.0,10.0,9.0,7.19
1,52.35781,4.9198900000000005,4,1.0,2.0,3.0,2,1125,0,0,0,0,11,100.0,10.0,10.0,10.0,10.0,10.0,9.0,7.3
1,52.35156,4.94297,5,1.5,3.0,3.0,3,1125,0,0,0,0,6,100.0,10.0,10.0,10.0,10.0,9.0,9.0,6.17
1,52.36162,4.86423,3,1.0,1.0,2.0,20,30,0,0,0,0,3,87.0,8.0,9.0,10.0,10.0,10.0,8.0,7.59
2,52.379870000000004,4.87467,2,1.0,1.0,1.0,4,1125,0,0,0,0,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3.87
1,52.37128,4.86854,2,1.0,1.0,1.0,6,1125,27,57,87,87,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.62
1,52.35366,4.84565,2,1.0,1.0,1.0,2,14,0,0,0,0,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,6.64
1,52.36142,4.93925,2,1.0,1.0,1.0,3,1125,0,0,0,0,3,100.0,10.0,10.0,10.0,10.0,9.0,10.0,3.84
2,52.3866,4.88288,4,1.5,3.0,3.0,2,28,29,53,75,337,14,98.0,10.0,10.0,10.0,10.0,10.0,10.0,4.32
1,52.371790000000004,4.877619999999999,4,1.0,0.0,3.0,1,1125,30,60,88,350,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.23
2,52.36299,4.86867,2,1.5,1.0,1.0,3,30,0,0,0,0,6,93.0,9.0,9.0,10.0,10.0,9.0,9.0,6.42
1,52.36787,4.92184,2,1.0,1.0,1.0,3,1125,29,59,89,247,74,99.0,10.0,10.0,10.0,10.0,10.0,10.0,6.82
85,52.37075,4.8861099999999995,4,1.0,2.0,2.0,2,365,0,0,0,0,21,89.0,9.0,9.0,9.0,9.0,10.0,9.0,4.85
1,52.36378,4.909730000000001,3,2.0,1.0,2.0,3,1125,0,0,0,0,8,88.0,10.0,9.0,9.0,9.0,10.0,9.0,2.3
1,52.38562,4.8737699999999995,3,1.5,1.0,2.0,3,5,28,58,88,88,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.28
1,52.381859999999996,4.85674,2,1.0,1.0,1.0,2,10,29,59,89,89,4,100.0,10.0,9.0,10.0,10.0,8.0,9.0,6.98
1,52.36316,4.89239,4,2.0,2.0,2.0,2,1125,0,0,0,0,12,100.0,10.0,9.0,10.0,10.0,10.0,9.0,6.24
1,52.35127,4.8550699999999996,2,1.0,1.0,1.0,2,90,0,0,0,0,11,96.0,10.0,9.0,9.0,9.0,10.0,9.0,6.58
1,52.356359999999995,4.8918099999999995,2,1.0,2.0,1.0,2,17,0,0,0,0,7,97.0,9.0,9.0,9.0,9.0,10.0,10.0,7.1
1,52.35758,4.90153,2,1.5,0.0,1.0,2,1125,0,0,0,0,5,88.0,10.0,8.0,10.0,10.0,10.0,8.0,3.83
1,52.36092,4.94177,2,1.5,1.0,1.0,2,6,0,0,0,0,11,95.0,10.0,9.0,10.0,10.0,9.0,8.0,7.04
2,52.36235,4.9326099999999995,4,1.5,3.0,6.0,2,7,0,0,0,0,6,80.0,9.0,7.0,8.0,8.0,10.0,8.0,8.19
1,52.354279999999996,4.95144,3,1.0,1.0,2.0,3,7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.78
85,52.3704,4.87817,2,1.0,2.0,2.0,2,365,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.85
2,52.38207,4.88402,1,1.5,1.0,1.0,5,60,30,60,87,362,53,97.0,10.0,10.0,10.0,10.0,10.0,9.0,6.97
1,52.35648,4.88945,2,1.0,1.0,1.0,3,1125,0,0,0,0,2,90.0,9.0,6.0,10.0,10.0,10.0,9.0,5.02
1,52.36057,4.94175,2,1.0,1.0,1.0,2,1125,0,0,0,0,1,80.0,10.0,6.0,10.0,10.0,10.0,6.0,2.29
1,52.36356,4.90095,2,1.5,1.0,1.0,3,30,0,0,0,0,7,100.0,10.0,10.0,10.0,10.0,10.0,10.0,7.88
1,52.371,4.869619999999999,2,1.0,2.0,1.0,2,1125,0,0,0,132,3,100.0,10.0,10.0,10.0,10.0,10.0,9.0,8.05
1,52.38068,4.87496,3,1.0,1.0,2.0,1,5,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.57
2,52.381040000000006,4.8753400000000005,4,2.0,2.0,2.0,2,1125,0,0,0,0,5,100.0,10.0,10.0,10.0,10.0,10.0,8.0,7.19
1,52.36169,4.93456,2,1.0,1.0,1.0,2,24,29,59,89,89,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.71
1,52.35229,4.89551,4,2.5,2.0,2.0,2,1125,0,0,0,0,8,98.0,10.0,10.0,10.0,10.0,10.0,10.0,6.41
1,52.37008,4.91319,2,1.0,1.0,2.0,1,1125,0,0,0,0,15,99.0,10.0,10.0,10.0,10.0,10.0,9.0,5.47
1,52.35042,4.897480000000001,3,1.0,2.0,2.0,1,1125,28,58,88,356,10,98.0,10.0,10.0,10.0,10.0,9.0,10.0,7.65
1,52.35382,4.89195,2,1.5,1.0,1.0,2,7,27,57,87,87,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,5.68
1,52.3575,4.9069199999999995,2,1.5,1.0,1.0,5,31,23,53,83,83,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.36
1,52.362790000000004,4.9288,2,1.5,1.0,1.0,3,28,0,0,0,0,13,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4.44
1,52.36757,4.8657699999999995,2,1.5,1.0,1.0,2,1125,29,59,89,179,5,100.0,10.0,10.0,9.0,10.0,9.0,8.0,2.28
1,52.35883,4.91103,2,1.0,1.0,1.0,2,14,0,0,0,0,7,89.0,9.0,10.0,9.0,9.0,9.0,9.0,2.28
1,52.37755,4.89478,2,1.5,0.0,0.0,1,30,30,60,90,270,21,94.0,10.0,10.0,10.0,10.0,10.0,9.0,2.28
1,52.35437,4.8932400000000005,2,1.0,1.0,1.0,2,1125,0,0,0,0,6,97.0,10.0,10.0,10.0,10.0,10.0,10.0,4.73
1,52.37662,4.88353,2,1.0,1.0,1.0,3,21,0,0,0,0,3,100.0,10.0,10.0,10.0,10.0,10.0,9.0,5.07
1,52.37117,4.88998,2,1.0,1.0,1.0,1,5,0,0,0,0,3,80.0,9.0,10.0,7.0,7.0,10.0,9.0,2.28
1,52.38008,4.8579300000000005,2,1.0,1.0,1.0,2,30,0,0,0,0,12,98.0,10.0,10.0,10.0,10.0,9.0,10.0,6.25
85,52.38384,4.85757,3,1.0,2.0,2.0,2,365,0,0,0,0,8,88.0,9.0,10.0,9.0,10.0,10.0,9.0,4.85
1,52.37188,4.85406,2,1.5,1.0,1.0,2,28,0,16,46,46,35,99.0,10.0,10.0,10.0,10.0,10.0,10.0,5.79
2,52.40915,4.89165,2,1.0,1.0,1.0,2,1125,0,4,34,34,37,97.0,10.0,10.0,10.0,10.0,9.0,9.0,5.58
2,52.3512,4.94376,3,1.0,1.0,1.0,5,60,30,60,90,180,7,97.0,10.0,10.0,10.0,10.0,9.0,9.0,4.79
3,52.37396,4.86051,2,1.0,1.0,1.0,2,7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.32
1,52.360209999999995,4.86747,4,2.0,2.0,2.0,1,1125,0,0,0,0,54,83.0,9.0,8.0,9.0,8.0,9.0,8.0,2.28
1,52.3746,4.86278,2,1.0,1.0,1.0,3,1125,0,0,0,0,9,100.0,10.0,10.0,10.0,10.0,9.0,10.0,3.96
1,52.42031,4.9001,3,1.0,2.0,2.0,2,1125,0,0,0,0,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,5.37
2,52.35626,4.90264,4,1.0,2.0,2.0,2,14,27,56,84,105,24,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.28
1,52.36031,4.86741,4,1.0,1.0,2.0,2,1125,11,41,71,161,93,100.0,10.0,10.0,10.0,10.0,10.0,10.0,5.16
1,52.3764,4.946269999999999,2,1.5,1.0,1.0,2,14,28,58,88,88,54,100.0,10.0,10.0,10.0,10.0,10.0,10.0,8.67
1,52.32862,4.870340000000001,3,1.0,1.0,1.0,3,20,30,49,49,49,12,80.0,9.0,6.0,9.0,9.0,9.0,8.0,3.98
1,52.396770000000004,4.94091,3,1.0,2.0,1.0,2,2,0,0,0,0,5,96.0,10.0,9.0,10.0,10.0,9.0,10.0,2.27
1,52.38156,4.87509,2,1.0,0.0,1.0,2,1125,0,0,0,0,3,93.0,10.0,9.0,10.0,10.0,9.0,9.0,2.27
1,52.34574,4.911980000000001,4,1.0,2.0,2.0,2,1125,0,0,0,0,13,95.0,10.0,10.0,9.0,9.0,10.0,9.0,2.28
1,52.37444,4.87977,2,1.0,1.0,1.0,4,28,0,0,0,0,14,96.0,10.0,9.0,10.0,10.0,10.0,9.0,4.55
2,52.38373,4.87446,2,1.0,0.0,1.0,2,1125,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.16
8,52.38347,4.89039,7,1.0,2.0,2.0,1,1125,0,0,0,0,6,75.0,9.0,7.0,10.0,10.0,10.0,7.0,6.68
85,52.370470000000005,4.8580000000000005,4,1.0,2.0,2.0,1,365,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.85
1,52.356429999999996,4.934480000000001,4,1.0,4.0,4.0,3,1125,0,0,2,112,8,100.0,10.0,10.0,10.0,10.0,9.0,9.0,7.31
1,52.33879,4.9185300000000005,2,1.0,0.0,1.0,3,25,0,0,0,0,6,93.0,9.0,8.0,9.0,10.0,10.0,9.0,2.35
0,52.355340000000005,4.85438,4,1.0,3.0,3.0,2,31,29,59,89,89,1,80.0,8.0,6.0,10.0,10.0,10.0,8.0,8.32
1,52.36497,4.95859,2,1.0,1.0,1.0,3,1125,30,60,90,180,8,97.0,10.0,10.0,9.0,10.0,9.0,9.0,2.27
1,52.38228,4.85674,2,1.0,1.0,1.0,2,8,0,0,0,0,15,100.0,10.0,10.0,10.0,10.0,9.0,9.0,5.54
85,52.36564,4.87319,2,1.0,1.0,1.0,2,365,0,0,0,0,8,85.0,9.0,9.0,10.0,10.0,10.0,9.0,4.85
1,52.37188,4.9169599999999996,2,1.0,1.0,1.0,1,2,27,57,87,87,22,96.0,9.0,10.0,10.0,10.0,9.0,9.0,4.06
2,52.37206,4.8972,2,1.0,0.0,1.0,1,31,27,56,81,248,114,98.0,10.0,9.0,10.0,10.0,10.0,9.0,2.27
1,52.35164,4.89834,2,1.5,1.0,1.0,30,1125,0,0,0,0,8,95.0,10.0,10.0,10.0,10.0,10.0,9.0,7.65
0,52.35098,4.89851,3,1.0,1.0,1.0,3,1125,0,0,0,0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,6.65
1,52.372409999999995,4.870019999999999,2,1.0,1.0,1.0,2,1125,0,0,0,0,9,96.0,10.0,10.0,9.0,10.0,10.0,9.0,6.54
1,52.380359999999996,4.88059,2,1.0,1.0,1.0,3,1125,0,0,0,8,10,100.0,10.0,10.0,10.0,10.0,9.0,9.0,3.38
1,52.379,4.86273,2,1.0,1.0,1.0,5,120,0,0,0,0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,7.47
1,52.38146,4.850630000000001,3,1.5,1.0,1.0,2,20,0,0,0,0,7,100.0,10.0,9.0,10.0,10.0,9.0,9.0,7.77
1,52.378890000000006,4.84885,4,1.0,2.0,2.0,2,1125,0,0,0,0,15,99.0,10.0,10.0,10.0,10.0,9.0,9.0,2.95
2,52.3965,4.91458,3,1.0,2.0,2.0,2,1125,12,12,12,12,9,100.0,10.0,10.0,10.0,10.0,9.0,10.0,7.62
1,52.37422,4.87424,2,1.0,1.0,1.0,3,1125,0,0,0,0,11,100.0,10.0,10.0,10.0,10.0,10.0,10.0,9.46
1,52.34977,4.91554,2,1.0,1.0,1.0,2,60,0,0,0,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26
1,52.36076,4.9237,4,1.0,2.0,3.0,3,1125,0,0,0,0,2,80.0,7.0,8.0,10.0,10.0,10.0,7.0,7.15
0,52.39665,4.91523,3,1.0,2.0,1.0,2,1125,0,10,30,30,9,100.0,10.0,10.0,10.0,10.0,9.0,10.0,9.61
1,52.37809,4.85098,4,1.0,2.0,2.0,2,20,0,0,0,0,16,100.0,10.0,10.0,10.0,10.0,9.0,9.0,6.9
1,52.42317,4.89255,4,1.0,2.0,2.0,3,17,0,0,0,0,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4.51
2,52.35394,4.87019,4,2.0,4.0,7.0,2,2,28,58,88,178,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41
2,52.356159999999996,4.90086,2,1.0,1.0,1.0,2,1125,30,60,90,359,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27
1,52.365320000000004,4.86615,2,1.0,1.0,1.0,2,30,0,0,0,0,3,93.0,10.0,9.0,8.0,9.0,10.0,8.0,2.51
1,52.34037,4.94626,2,1.0,1.0,1.0,2,1125,0,0,0,0,2,100.0,10.0,10.0,10.0,10.0,9.0,9.0,4.1
2,52.38543,4.8865300000000005,2,1.0,1.0,2.0,3,1125,0,0,10,10,19,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.31
10,52.379290000000005,4.89121,4,1.0,2.0,2.0,1,1125,14,14,14,14,37,89.0,9.0,9.0,10.0,9.0,10.0,9.0,6.72
2,52.38443,4.87351,2,1.0,1.0,1.0,1,1125,0,0,0,0,2,100.0,10.0,10.0,10.0,10.0,10.0,9.0,7.82
1,52.3514,4.9131599999999995,2,1.0,1.0,1.0,2,1125,0,0,0,0,12,98.0,10.0,10.0,10.0,10.0,10.0,10.0,5.56
1,52.35687,4.90129,2,1.5,1.0,1.0,3,1125,0,0,0,0,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,7.81
1,52.3645,4.8839,4,1.0,2.0,2.0,1,1125,29,59,89,179,18,98.0,10.0,10.0,10.0,9.0,10.0,9.0,3.73
1,52.403929999999995,4.94149,3,1.0,1.0,2.0,3,7,0,0,0,0,68,98.0,10.0,10.0,10.0,10.0,9.0,10.0,2.26
1,52.3573,4.90062,3,1.0,2.0,2.0,6,14,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.72
1,52.36643,4.87215,4,1.0,2.0,2.0,3,1125,0,0,0,0,5,100.0,10.0,9.0,10.0,9.0,10.0,10.0,10.1
1,52.349920000000004,4.89441,4,1.0,2.0,2.0,3,14,27,57,87,87,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.36
1,52.33824,4.91971,2,1.0,0.0,1.0,2,1125,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26
1,52.3738,4.94358,2,1.0,1.0,1.0,2,1125,17,17,17,17,54,100.0,10.0,10.0,10.0,10.0,10.0,9.0,7.13
2,52.39956,4.896809999999999,16,4.0,10.0,20.0,2,1125,30,48,54,64,18,98.0,9.0,10.0,10.0,10.0,9.0,10.0,8.0
